Actor,Degree,DegreeCentrality,Betweenness,Closeness,PageRank,Degree_norm,Betweenness_norm,Closeness_norm,PageRank_norm,Community_Louvain
Patton Oswalt,47,0.047047047047047,0.0058228301885933,0.3834367649081546,0.0014222086205108,0.4607843137254901,0.0613515470131183,0.9186453873102376,0.397330851267401,5
Christopher Meloni,39,0.039039039039039,0.0020019617558639,0.3816540290775084,0.0014322551267486,0.3823529411764705,0.0210934282479946,0.9143742735373886,0.400469163996834,5
Nicole Byer,31,0.031031031031031,0.0029267201451054,0.3531907669591427,0.0010726430600122,0.3039215686274509,0.0308370333258944,0.8461814270347795,0.2881340795421095,5
Kohsuke Toriumi,61,0.061061061061061,0.0001108451701111,0.2534214173010159,0.001317189681496,0.5980392156862745,0.0011679067472328,0.6071520452791356,0.3645251907381402,1
Megumi Han,51,0.051051051051051,0.000205228348785,0.2643007912661789,0.0008599493767492,0.5,0.0021623637099323,0.633217064663268,0.2216931419807482,1
Gary Cole,42,0.042042042042042,0.0066241383993748,0.4004264427028655,0.0012327929775515,0.4117647058823529,0.0697944341957229,0.959349593495935,0.3381614734375979,4
Michael Douglas,38,0.038038038038038,0.0015235459702962,0.3800343553429973,0.0011214357879758,0.3725490196078431,0.0160526581053975,0.9104938271604938,0.3033758795915491,5
Sarah Shahi,39,0.039039039039039,0.0025219227341028,0.3664616997950332,0.0012194735067418,0.3823529411764705,0.026571934295432,0.8779761904761906,0.3340007568857824,5
Johnny Yong Bosch,29,0.029029029029029,0.0020899985704868,0.3104472262997318,0.0007087499511969,0.284313725490196,0.0220210175123704,0.7437756066813741,0.1744616895073673,1
Amy Poehler,39,0.039039039039039,0.0009422183263962,0.3749710883323369,0.0015047633203274,0.3823529411764705,0.0099275695969568,0.8983631518842787,0.4231191660483449,5
Randall Park,46,0.046046046046046,0.0021247765070074,0.3832875677233654,0.0013493500794729,0.4509803921568627,0.0223874510401146,0.9182879377431908,0.3745714081958204,5
Shaffy Bello,16,0.016016016016016,0.000927970294481,0.2062929945652458,0.0014247651264126,0.1568627450980392,0.0097774469295294,0.4942408376963351,0.3981294487921917,3
Tracy Morgan,38,0.038038038038038,0.0033188295623134,0.377268881290329,0.0012606640094921,0.3725490196078431,0.0349684468421682,0.9038682497127538,0.3468677850897685,5
Vijay Raaz,37,0.037037037037037,0.0011727161992553,0.2801618455770902,0.001206255205676,0.3627450980392157,0.0123561825952955,0.6712172923777019,0.3298716435886499,0
M・A・O,54,0.054054054054054,0.0004168193859121,0.2656550833465612,0.0010792772583161,0.5294117647058824,0.0043917671171084,0.6364617044228694,0.2902064605762505,1
Mahershala Ali,38,0.038038038038038,0.0023256907096941,0.3850856329355157,0.0011663065851759,0.3725490196078431,0.024504359270735,0.9225957779515248,0.3173925527214787,5
Keegan-Michael Key,43,0.043043043043043,0.0023942893489679,0.3781378307290015,0.0013403710079933,0.4215686274509804,0.0252271405482459,0.9059500959692898,0.3717665391541637,6
Adil Hussain,16,0.016016016016016,0.0005200778425172,0.26522591519899,0.0005399603392306,0.1568627450980392,0.0054797373737912,0.6354334948842217,0.1217354406709654,0
Loretta Devine,23,0.023023023023023,0.0013844551889397,0.3449051292188547,0.0008142819355631,0.2254901960784313,0.0145871448867222,0.8263305322128851,0.2074276143831223,5
Ryan Reynolds,36,0.036036036036036,0.0018907533507306,0.3879673292828078,0.0011214469073932,0.3529411764705882,0.0199216943188213,0.9294998030720756,0.3033793530586844,5
Toshiyuki Morikawa,48,0.048048048048048,0.0004325510369808,0.2677491299399427,0.0008870933650711,0.4705882352941176,0.004557521758558,0.6414786626800763,0.2301723408248027,1
Andy Richter,50,0.05005005005005,0.0022276811100479,0.3728421835916158,0.0018028966739616,0.4901960784313725,0.023471692961453,0.8932626797880394,0.5162496212169317,5
Ryotaro Okiayu,61,0.061061061061061,0.0001246135329258,0.2534214173010159,0.0010563352169969,0.5980392156862745,0.001312975439117,0.6071520452791356,0.283039859709525,1
Laura Bailey,26,0.026026026026026,0.003457786715864,0.3218062884838448,0.0011414492256024,0.2549019607843137,0.0364325521076055,0.7709898725906567,0.3096276475770125,1
David Koechner,42,0.042042042042042,0.0033013474714237,0.3734075242793969,0.0014031308312035,0.4117647058823529,0.0347842489029583,0.8946171341925702,0.3913713597172318,4
Zoe Saldana,44,0.044044044044044,0.0055681955782966,0.3846345369188009,0.0014398359176571,0.4313725490196078,0.0586686201959514,0.92151503319016,0.402837240225921,5
Lena Headey,46,0.046046046046046,0.0383863792961313,0.4118098031141509,0.0014837840691438,0.4509803921568627,0.4044534492287677,0.9866220735785952,0.4165656986552929,4
Parker Posey,38,0.038038038038038,0.0017879055972237,0.3599010044022832,0.0011595637268337,0.3725490196078431,0.0188380513857275,0.8622579466569238,0.3152862286256158,4
Pavan Malhotra,32,0.032032032032032,0.0011350708277407,0.2828162644413003,0.0010345465722157,0.3137254901960784,0.0119595366850597,0.6775768016078093,0.2762335551439983,0
Harrison Ford,26,0.026026026026026,0.0061565548559852,0.3753997900339364,0.0009185587540289,0.2549019607843137,0.0648677966645403,0.8993902439024392,0.240001452395098,5
Robert Patrick,43,0.043043043043043,0.0055787144569816,0.3765478016242542,0.0013489850798391,0.4215686274509804,0.0587794510907675,0.9021406727828746,0.3744573901511357,5
Harvey Keitel,31,0.031031031031031,0.0013150583371964,0.3775580870253159,0.0010214887269958,0.3039215686274509,0.013855953339933,0.9045611345343044,0.2721545648061949,5
Neil Patrick Harris,51,0.051051051051051,0.0201218992007966,0.402553759317143,0.0015912497479132,0.5,0.2120119606491767,0.9644462607274212,0.450135668122976,5
Cuba Gooding Jr.,48,0.048048048048048,0.0020007797570277,0.3659171801816676,0.001492027096057,0.4705882352941176,0.0210809742600163,0.8766716196136701,0.4191406431861211,5
Kazuyuki Okitsu,65,0.065065065065065,0.0002578173186684,0.2651545219512918,0.0013314768491389,0.6372549019607843,0.0027164610395251,0.6352624495289367,0.3689881949925693,1
Domhnall Gleeson,50,0.05005005005005,0.001544667743609,0.353571087239429,0.0014204730037398,0.4901960784313725,0.0162752051188656,0.8470926058865758,0.3967886818726816,6
Jack McBrayer,53,0.053053053053053,0.0018103787386109,0.3952845301159908,0.0014890432778386,0.5196078431372549,0.0190748369256965,0.9470304975922952,0.4182085624731252,2
Dominic West,36,0.036036036036036,0.001735573573012,0.3644280610614314,0.0011517262334006,0.3529411764705882,0.0182866613331709,0.8731039585645579,0.3128379640423012,6
Romi Park,46,0.046046046046046,6.962424371886496e-05,0.2512239349780793,0.0010263032900283,0.4509803921568627,0.0007335874348763,0.6018872736546799,0.2736585308709977,1
Rajpal Yadav,49,0.049049049049049,0.0012071855632528,0.2861850810717748,0.0018318263371562,0.4803921568627451,0.0127193648859187,0.6856478791400349,0.5252866265312854,0
Hannah John-Kamen,59,0.059059059059059,0.0022719470631158,0.3784283707449286,0.0016240525049523,0.5784313725490197,0.0239380958296054,0.9066461774875144,0.4603825447524817,6
Wataru Takagi,42,0.042042042042042,6.162267725525139e-05,0.2509679105857449,0.0007616808498493,0.4117647058823529,0.0006492798962445,0.6012738853503184,0.1909961651837084,1
Clancy Brown,39,0.039039039039039,0.0044453507726223,0.3932331533129937,0.0012675592863362,0.3823529411764705,0.0468379015157617,0.942115768463074,0.3490217214513764,4
Ricky Gervais,37,0.037037037037037,0.0016721812178894,0.3790107922466522,0.0011446118600423,0.3627450980392157,0.0176187354398152,0.908041554444017,0.3106155866362601,5
Alia Shawkat,38,0.038038038038038,0.001964190925187,0.3858398155303756,0.0011646734494594,0.3725490196078431,0.0206954604524475,0.9244026635330984,0.3168823962067004,5
Stephanie Sheh,28,0.028028028028028,0.0101433529592319,0.3323377358465078,0.0009474480814463,0.2745098039215686,0.1068742133624378,0.796221322537112,0.2490258576791952,1
Jason Flemyng,43,0.043043043043043,0.0012061374368534,0.3536980427465167,0.0012174302902072,0.4215686274509804,0.0127083214287022,0.8473967684021544,0.333362499932806,6
Chris Rock,44,0.044044044044044,0.0037565748886154,0.3829895214032072,0.0016269049995819,0.4313725490196078,0.0395806976028039,0.9175738724727838,0.4612736027974203,5
Rob Schneider,37,0.037037037037037,0.0008500352163776,0.3533174494437048,0.0015539322286441,0.3627450980392157,0.0089562933919248,0.8464849354375897,0.4384784767590077,5
Blossom Chukwujekwu,18,0.018018018018018,0.0012555738785977,0.2063794362139218,0.001533296079337,0.1764705882352941,0.0132292025263128,0.4944479363084014,0.432032187021636,3
Koji Yusa,56,0.056056056056056,0.0002092873045129,0.265011850699233,0.0010896830937456,0.5490196078431373,0.0022051304067265,0.6349206349206349,0.2934570200260624,1
Ben Stiller,43,0.043043043043043,0.0020630262689402,0.3879673292828078,0.0015956355756636,0.4215686274509804,0.0217368271147812,0.9294998030720756,0.4515057064957435,5
Ramsey Nouah,12,0.012012012012012,6.136796383957372e-06,0.1713128780954868,0.0010252560320231,0.1176470588235294,6.465961391040426e-05,0.4104347826086956,0.2733313899674,3
Kate Walsh,16,0.016016016016016,0.0004201167821057,0.3331244670439801,0.000607103311534,0.1568627450980392,0.0044265097338498,0.7981061887047683,0.1427094628518492,5
Bruce Greenwood,38,0.038038038038038,0.0038007214177773,0.3852362334959128,0.0011733782874836,0.3725490196078431,0.0400458421753947,0.9229565897536176,0.3196016006079671,5
Susan Sarandon,37,0.037037037037037,0.003086300164973,0.3775580870253159,0.0011820693649007,0.3627450980392157,0.0325184289314956,0.9045611345343044,0.3223165064911466,4
Jessica Chastain,41,0.041041041041041,0.0022163639275233,0.3752567805901139,0.0012925164454744,0.4019607843137255,0.0233524508346475,0.8990476190476191,0.3568178018359491,5
Helena Bonham Carter,39,0.039039039039039,0.0020244275971928,0.3672815246267893,0.0012547295172999,0.3823529411764705,0.0213301368717804,0.8799403430275914,0.3450139772138043,6
Martin Lawrence,28,0.028028028028028,0.0018594203682383,0.3578093167631853,0.0010699519505363,0.2745098039215686,0.019591558133122,0.8572466400290593,0.2872934347522813,5
Kristen Stewart,30,0.03003003003003,0.0013218916239175,0.3711563862279763,0.0013244939272407,0.2941176470588235,0.0139279514401598,0.8892238131122834,0.3668068801988244,5
Carla Gugino,25,0.025025025025025,0.0014041564476952,0.3681050258030826,0.0010009951006952,0.2450980392156862,0.0147947248201232,0.8819133034379671,0.2657527961943777,5
Judy Greer,48,0.048048048048048,0.0038384822113304,0.3841844965089895,0.0015088822199492,0.4705882352941176,0.0404437042159986,0.9204368174726988,0.4244058218079207,5
Aoi Yuki,61,0.061061061061061,0.0001010378983687,0.2534214173010159,0.0012441279193243,0.5980392156862745,0.0010645736130211,0.6071520452791356,0.3417022657499724,1
Meryl Streep,30,0.03003003003003,0.0009571092975171,0.3538250894572733,0.0010325362870292,0.2941176470588235,0.0100844665156724,0.8477011494252873,0.2756055852367247,5
Sean Bean,24,0.024024024024024,0.0073439086084015,0.3765478016242542,0.0008284868713477,0.2352941176470588,0.077378206070824,0.9021406727828746,0.2118649311715095,5
Kristen Bell,52,0.052052052052052,0.0013563388826868,0.3795950092674563,0.0014393629710882,0.5098039215686274,0.0142909008217156,0.9094412331406552,0.402689501877655,2
Maria Bamford,46,0.046046046046046,0.0014266330732587,0.3708769009973829,0.0013480673698534,0.4509803921568627,0.0150315470706943,0.8885542168674698,0.3741707172658782,5
Emma Stone,60,0.06006006006006,0.0022378610770388,0.3904276849183706,0.001678481896495,0.5882352941176471,0.0235789529541372,0.9353943717796274,0.4773851174171361,2
Yuhko Kaida,37,0.037037037037037,0.0200829954227411,0.3302209349812434,0.0007014809728043,0.3627450980392157,0.2116020556904106,0.791149849145156,0.1721910168098588,1
Kenji Nojima,62,0.062062062062062,0.0002295901528295,0.2654403258014144,0.0011335341772373,0.6078431372549019,0.0024190489158804,0.6359471840474266,0.3071551564989874,1
Emma Roberts,37,0.037037037037037,0.0013059152667289,0.363620911424529,0.0011864010770477,0.3627450980392157,0.0137596184822324,0.8711701734957549,0.3236696403119546,5
Toyin Abraham,13,0.013013013013013,0.0004678956081761,0.2061634677792065,0.0011401881495842,0.1274509803921568,0.0049299255641157,0.4939305148597739,0.3092337145193946,3
Fortune Feimster,28,0.028028028028028,0.0009332809212031,0.3376925091014909,0.0012368291931195,0.2745098039215686,0.0098334017065801,0.8090503942406582,0.339422300474973,5
Luke Wilson,42,0.042042042042042,0.0033259420190048,0.37171662228266,0.0013966400241364,0.4117647058823529,0.0350433863830696,0.8905660377358491,0.3893437710251169,5
Manoj Bajpayee,34,0.034034034034034,0.0007195128710558,0.2687719096996041,0.0012462405343394,0.3333333333333333,0.0075810604646522,0.6439290586630285,0.342362201297438,0
Rory Kinnear,46,0.046046046046046,0.001063826821925,0.3538250894572733,0.0013308867768139,0.4509803921568627,0.0112088828224819,0.8477011494252873,0.3688038690741629,6
Kulbhushan Kharbanda,33,0.033033033033033,0.0005777778070226,0.2628900584598476,0.0010958300491784,0.3235294117647059,0.0060876860809245,0.62983720309581,0.2953771968542327,0
Radhika Apte,13,0.013013013013013,2.193687500450677e-05,0.2256698852346046,0.0005415657564858,0.1274509803921568,0.000231135233996,0.5406643757159221,0.1222369385338769,0
Mikako Komatsu,61,0.061061061061061,0.0002488659397452,0.265368817092955,0.0010689312046676,0.5980392156862745,0.0026221459166285,0.6357758620689655,0.2869745756706037,1
Koichi Yamadera,32,0.032032032032032,0.0176957928834811,0.3298891657900365,0.0006687066242918,0.3137254901960784,0.1864495844567223,0.7903549899531145,0.1619530143937606,1
Alison Pill,50,0.05005005005005,0.0025178194186907,0.369485764834602,0.0015780483581204,0.4901960784313725,0.0265287002081818,0.8852213053263316,0.4460118375442057,5
Raghuvir Yadav,29,0.029029029029029,7.364400936069764e-05,0.2267086418985153,0.0008417521971819,0.284313725490196,0.0007759412100628,0.5431530494821634,0.2160087339961317,0
Ron Perlman,31,0.031031031031031,0.0024602284076928,0.3657813030260116,0.0010598133278166,0.3039215686274509,0.0259218994765223,0.8763460824359451,0.2841263468127726,4
Kathryn Hahn,54,0.054054054054054,0.0026931483397231,0.3864452918984107,0.0016586849931276,0.5294117647058824,0.0283760322087874,0.9258532757944292,0.4712009900826401,5
Andrea Riseborough,55,0.055055055055055,0.0027898960421195,0.3638895637417987,0.0015813091027963,0.5392156862745098,0.0293954026901058,0.8718138160325083,0.4470304241335886,6
Common,48,0.048048048048048,0.0026434139067324,0.3837355080050834,0.001361909381667,0.4705882352941176,0.0278520113623996,0.9193611219322164,0.3784946644020472,2
Sean Astin,31,0.031031031031031,0.0037331033977016,0.3697631565499433,0.0011521433084301,0.3039215686274509,0.0393333930736272,0.8858858858858859,0.3129682493219076,4
Sharat Saxena,34,0.034034034034034,0.0003886218107925,0.2523178916621539,0.0011556184416345,0.3333333333333333,0.0040946667725033,0.6045081967213115,0.3140538062820777,0
Saif Ali Khan,36,0.036036036036036,0.001341845975591,0.2800821862522175,0.0011796069132549,0.3529411764705882,0.0141381980565234,0.6710264429911856,0.3215472894954364,0
Hiro Shimono,51,0.051051051051051,0.0001602631859845,0.2646558433769611,0.0009480169395097,0.5,0.0016885937028807,0.6340677055346589,0.2492035567179672,1
Angela Bassett,42,0.042042042042042,0.0025741283473594,0.3794487862284472,0.0012749661751273,0.4117647058823529,0.0271219924342279,0.9090909090909092,0.3513354743947819,5
Dylan McDermott,36,0.036036036036036,0.0011604922980694,0.3661892375647022,0.001156962369951,0.3529411764705882,0.0122273869368272,0.8773234200743494,0.3144736206178337,5
George Lopez,44,0.044044044044044,0.002843878822046,0.3875094606801924,0.0014638091090036,0.4313725490196078,0.0299641857308767,0.928402832415421,0.4103259502100042,5
Aamir Khan,30,0.03003003003003,0.0010353726850711,0.2820065986398651,0.0009549769421929,0.2941176470588235,0.0109090792461499,0.6756369882622387,0.2513777120412827,0
Melissa Leo,33,0.033033033033033,0.0021387503935412,0.3621503856797974,0.0010812947290249,0.3235294117647059,0.0225346852078424,0.8676470588235294,0.290836675086337,4
Cate Blanchett,33,0.033033033033033,0.0033609865770532,0.3663254180174969,0.0011340764332936,0.3235294117647059,0.0354126291363395,0.8776496838973598,0.3073245456422406,5
Yui Horie,51,0.051051051051051,0.0013504606263094,0.2843675083859842,0.0010910312741274,0.5,0.0142289652833583,0.6812933025404158,0.2938781626157065,1
Jacki Weaver,29,0.029029029029029,0.0094015060318454,0.3832875677233654,0.0009949642416251,0.284313725490196,0.0990578328107172,0.9182879377431908,0.2638688853759302,5
Jennifer Garner,32,0.032032032032032,0.002438981537628,0.3663254180174969,0.0010494324508379,0.3137254901960784,0.0256980343962361,0.8776496838973598,0.2808835838468109,5
Liam Neeson,28,0.028028028028028,0.0013233914535423,0.3656455267442647,0.0009537880758573,0.2745098039215686,0.0139437542138549,0.8760207869339273,0.2510063357372889,5
John Abraham,20,0.02002002002002,0.0001948570675299,0.248749759860871,0.0007128843149693,0.196078431372549,0.0020530879576091,0.595959595959596,0.1757531759353696,0
Rajit Kapoor,25,0.025025025025025,0.0006503991615256,0.2660137858625571,0.0007851068158868,0.2450980392156862,0.0068528522115928,0.6373210910072914,0.1983139337367711,0
Minako Kotobuki,49,0.049049049049049,0.0003204407225298,0.2640174347491421,0.0009512337439975,0.4803921568627451,0.0033762849707899,0.6325381935138035,0.2502084173364847,1
Uma Thurman,49,0.049049049049049,0.0017409946826416,0.3818019569957555,0.0014618640301852,0.4803921568627451,0.0183437802000341,0.9147286821705428,0.409718349371356,2
Terry Crews,38,0.038038038038038,0.0030654036551075,0.3585908442115213,0.0014171935389384,0.3725490196078431,0.0322982553791334,0.8591190389515836,0.3957642475182606,5
Jane Krakowski,33,0.033033033033033,0.0009507140511952,0.3712962868635692,0.0010325176997964,0.3235294117647059,0.0100170837752056,0.8895589898228421,0.2755997789844694,5
Amber Heard,32,0.032032032032032,0.001278968656427,0.3624168686714676,0.0010307554524327,0.3137254901960784,0.0134756987773408,0.8682855040470935,0.2750492907646832,5
Hiroyuki Yoshino,58,0.058058058058058,0.0002124776322024,0.265083167128377,0.0010220471621016,0.5686274509803921,0.002238744909106,0.635091496232508,0.272329007936947,1
James Remar,16,0.016016016016016,0.0004864887920115,0.3313316680286071,0.0006082641356432,0.1568627450980392,0.0051258303999527,0.7938109653548604,0.1430720793666975,5
Tony Todd,12,0.012012012012012,0.0013766471501956,0.3446637680367561,0.0004759412470317,0.1176470588235294,0.0145048764295336,0.8257522743177047,0.1017372515274477,4
George Clooney,37,0.037037037037037,0.0013461794114945,0.3610883610883611,0.0012300469909785,0.3627450980392157,0.0141838567805377,0.8651026392961877,0.337303686221528,5
Kate Winslet,52,0.052052052052052,0.0014215048150421,0.3901184352669501,0.0014182891183583,0.5098039215686274,0.0149775137973755,0.9346534653465348,0.3961064829937634,2
Ben Mendelsohn,24,0.024024024024024,0.0007967227995792,0.3561276388463663,0.0008369217392071,0.2352941176470588,0.0083945735512883,0.8532176428054954,0.2144998026927732,5
Michael Jai White,11,0.011011011011011,0.000454042508042,0.3141100283957427,0.0005802570977364,0.1078431372549019,0.0047839640477005,0.7525510204081634,0.1343232823723948,4
Ewan McGregor,31,0.031031031031031,0.0011992696260533,0.3587214308263107,0.0010110824037482,0.3039215686274509,0.0126359595696861,0.8594319009468319,0.2689038529725055,5
Pedro Pascal,31,0.031031031031031,0.0139006779396306,0.3634867339664387,0.0012731870609693,0.3039215686274509,0.146462814216721,0.8708487084870848,0.350779717350789,5
Allison Janney,33,0.033033033033033,0.0012580202452955,0.3622835781717723,0.0010308061007343,0.3235294117647059,0.0132549783735579,0.8679661640308937,0.2750651122060908,5
Kensho Ono,66,0.066066066066066,0.0001122270789291,0.2527062722034502,0.0012089033145789,0.6470588235294118,0.0011824670625905,0.6054386865059005,0.3306988559231772,1
Luis Guzmán,34,0.034034034034034,0.0012811812607523,0.3840347169781868,0.0011805544138421,0.3333333333333333,0.0134990116155799,0.9200779727095516,0.3218432683246542,5
Nick Offerman,41,0.041041041041041,0.0039197473334574,0.3861423163657581,0.0013855934927462,0.4019607843137255,0.0412999443602616,0.925127401019208,0.3858930719206523,5
Will Ferrell,41,0.041041041041041,0.0035309568835763,0.3806217345630019,0.0013782402978463,0.4019607843137255,0.03720350074237,0.9119010819165378,0.3835960917954,5
Anthony Anderson,28,0.028028028028028,0.0015206313591409,0.3515521231438434,0.0009402518182129,0.2745098039215686,0.0160219486569802,0.8422555317630265,0.2467778996353456,5
Mike Colter,22,0.022022022022022,0.0015478772825862,0.3432226651738847,0.0008260006874728,0.2156862745098039,0.0163090220386576,0.8222996515679443,0.21108830073726,5
Ranvir Shorey,31,0.031031031031031,0.0013094568471735,0.279684568157027,0.0010411640395662,0.3039215686274509,0.0137969339168427,0.6700738216922204,0.2783007097877208,0
Ken Jeong,35,0.035035035035035,0.0012849565540382,0.3746858307527763,0.0010810628755855,0.3431372549019608,0.0135387895373151,0.897679726131609,0.2907642490525553,5
John Cleese,29,0.029029029029029,0.0013970181383715,0.3671446325192132,0.0013320106822302,0.284313725490196,0.0147195128860837,0.8796123742079761,0.369154952982482,6
Maaya Sakamoto,43,0.043043043043043,0.0001538512885494,0.2640882169032303,0.0010070234136287,0.4215686274509804,0.0016210355199708,0.6327077747989276,0.2676359116544771,1
Emile Hirsch,25,0.025025025025025,0.0008690100590649,0.3693472249902697,0.0009121460645137,0.2450980392156862,0.0091562195301589,0.8848893888263968,0.2379982659480965,4
Jason Isaacs,36,0.036036036036036,0.0016086529457728,0.3665980830104388,0.0011417032357293,0.3529411764705882,0.0169493774734678,0.8783029400818758,0.3097069948840215,6
Seema Biswas,30,0.03003003003003,0.0005401974191812,0.2796051799741836,0.0009809166983192,0.2941176470588235,0.0056917248633123,0.6698836219131422,0.2594807346167824,0
Tom Kenny,31,0.031031031031031,0.0023032403333036,0.3707373161644897,0.0011131787315373,0.3039215686274509,0.0242678135914047,0.8882197967632669,0.3007965525384197,4
Tomokazu Seki,38,0.038038038038038,4.919750222664669e-05,0.2509039860033237,0.000694982434593,0.3725490196078431,0.0005183635402418,0.6011207335710647,0.1701610130743517,1
Robert De Niro,20,0.02002002002002,0.0051841780175401,0.3710165909789262,0.0007526661504517,0.196078431372549,0.0546224655478614,0.8888888888888891,0.1881801667458792,5
John Malkovich,33,0.033033033033033,0.0027413771657178,0.372137910483207,0.001093950887577,0.3235294117647059,0.0288841894089059,0.8915753683415187,0.2947901871381473,5
Colin Farrell,25,0.025025025025025,0.0007210030822958,0.3533174494437048,0.0008715573361162,0.2450980392156862,0.007596761895397,0.8464849354375897,0.225319219124586,5
Kiernan Shipka,24,0.024024024024024,0.0020431085339239,0.3696244086487989,0.0008334680782222,0.2352941176470588,0.0215269663054038,0.8855534709193246,0.2134209531927303,5
Sachin Khedekar,20,0.02002002002002,0.0005265025267668,0.2767769174063077,0.0006899186838181,0.196078431372549,0.0055474302834281,0.6631076144984547,0.1685792061118945,0
Ken Marino,32,0.032032032032032,0.0008857540222962,0.3597695577242692,0.0013622454010877,0.3137254901960784,0.0093326402764453,0.8619430241051863,0.3785996296506973,5
Alison Brie,36,0.036036036036036,0.0111563251230591,0.3905824936752772,0.0012300582977854,0.3529411764705882,0.1175472722219883,0.9357652656621728,0.3373072182250939,5
Kelly Macdonald,50,0.05005005005005,0.0019263804656513,0.3506760587572264,0.0014155704544824,0.4901960784313725,0.0202970751122163,0.8401566393734425,0.3952572308013332,6
Michael Cera,52,0.052052052052052,0.0020834701559686,0.3838850541890292,0.0016083397018889,0.5098039215686274,0.0219522316612876,0.9197194076383476,0.4554742026182308,5
Clint Dyer,53,0.053053053053053,0.0014606397725586,0.3434620115233783,0.0014540646305462,0.5196078431372549,0.0153898545506115,0.8228730822873083,0.4072819844709996,6
Natasha Lyonne,30,0.03003003003003,0.001333210616009,0.3661892375647022,0.0009435001511355,0.2941176470588235,0.0140472126332478,0.8773234200743494,0.2477926090596052,5
Mike Vogel,27,0.027027027027027,0.0006670757661655,0.3475825861146962,0.0008916889964476,0.2647058823529412,0.0070285632422169,0.8327452364149612,0.2316079173433886,5
Alec Baldwin,33,0.033033033033033,0.0009818524465963,0.3621503856797974,0.0009865570980362,0.3235294117647059,0.0103451697175207,0.8676470588235294,0.2612426743211886,5
Anthony Mackie,41,0.041041041041041,0.0015970660854879,0.3746858307527763,0.0012418024395497,0.4019607843137255,0.0168272939195127,0.897679726131609,0.3409758358243788,5
Danny McBride,49,0.049049049049049,0.0020973801502401,0.3735491274361203,0.0014722848083895,0.4803921568627451,0.0220987926359093,0.894956389836936,0.4129735766230161,5
Patricia Clarkson,27,0.027027027027027,0.0018629790304796,0.3565143138071115,0.0009412878738818,0.2647058823529412,0.0196290535480194,0.8541440463264568,0.247101541169721,5
Hassan Hosny,2,0.002002002002002,0.0,0.002002002002002,0.0010017028949213,0.0196078431372549,0.0,0.0047964360041623,0.265973895905772,-1
Rosemarie DeWitt,50,0.05005005005005,0.0021081135354284,0.3612207733953242,0.0013792421372428,0.4901960784313725,0.0222118836525904,0.8654198753208655,0.383909044901335,6
Vera Farmiga,34,0.034034034034034,0.0017141508920407,0.3613532828499813,0.0011127867701701,0.3333333333333333,0.0180609438425033,0.8657373440939106,0.3006741122274237,5
David Harbour,31,0.031031031031031,0.0021941690763399,0.3744010068601479,0.0010523516611404,0.3039215686274509,0.0231185974658002,0.8969973394146712,0.2817954824347985,5
Sandra Oh,10,0.01001001001001,0.0002395526044918,0.3176552883099158,0.0004443634256181,0.0980392156862745,0.0025240170845762,0.7610448242502419,0.0918730184732336,5
Sam Neill,16,0.016016016016016,0.0005426157799976,0.3423875735311258,0.0005965729234878,0.1568627450980392,0.0057172056299702,0.8202989224887035,0.1394199958402035,5
Idris Elba,21,0.021021021021021,0.0010801230447942,0.3431031170494772,0.0008214721875877,0.2058823529411764,0.0113805860065193,0.8220132358063392,0.2096736946544546,5
Michael Smiley,49,0.049049049049049,0.0018031379182807,0.3655098512241369,0.0013848535487557,0.4803921568627451,0.0189985448968175,0.8756957328385899,0.3856619293135101,6
James Purefoy,30,0.03003003003003,0.0015305116005942,0.3629510129141669,0.0009506236561184,0.2941176470588235,0.0161260506277388,0.8695652173913043,0.2500178389889725,4
Mai Nakahara,44,0.044044044044044,0.0008252407466741,0.2796051799741836,0.0008226481482816,0.4313725490196078,0.008695049456517,0.6698836219131422,0.2100410395132241,1
Jeff Bennett,27,0.027027027027027,0.0011250298115354,0.3612207733953242,0.0010062824558291,0.2647058823529412,0.0118537407305455,0.8654198753208655,0.2674044523551307,4
Shinichiro Miki,44,0.044044044044044,0.0005075173557104,0.2688452644784523,0.0008375239207041,0.4313725490196078,0.005347395321581,0.6441048034934499,0.214687911256377,1
Denzel Washington,24,0.024024024024024,0.0007600093075426,0.3605596812038979,0.000846512196484,0.2352941176470588,0.008007746276622,0.8638360175695462,0.2174956555236837,5
Tina Mba,12,0.012012012012012,0.0171477033311811,0.2586109343788525,0.0009629114396442,0.1176470588235294,0.1806747050859993,0.6195851929640327,0.2538562785960308,3
Yuki Ono,48,0.048048048048048,0.0004339760920601,0.2684057354357081,0.0008890098851829,0.4705882352941176,0.0045725366792856,0.6430517711171662,0.2307710205370267,1
Kazuya Nakai,51,0.051051051051051,7.852957891822725e-05,0.2527711185653192,0.0012929580550327,0.5,0.000827417423637,0.6055940467025916,0.3569557511752863,1
Zachary Quinto,35,0.035035035035035,0.0008958732826609,0.3526849441636409,0.0011995891190294,0.3431372549019608,0.009439260641095,0.8449695667740781,0.3277893013212353,5
Natasha Leggero,33,0.033033033033033,0.0008817726988344,0.3622835781717723,0.0011372482280526,0.3235294117647059,0.0092906915426456,0.8679661640308937,0.3083153461883978,5
Gary Oldman,39,0.039039039039039,0.0027206004035634,0.3739745820231773,0.0012550830564408,0.3823529411764705,0.0286652775638387,0.8959757023538345,0.3451244152466676,5
